# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Rv0060	Rv0060	CCP42782	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
Rv0061c	Rv0061c	CCP42783	protein_coding	0	0	1	7	0	0	0	0	1	0	1	0	0	0	0	0	0	0	6
Rv0063	Rv0063	CCP42785	protein_coding	0	1	0	14	0	0	0	0	11	0	0	0	0	0	0	0	0	1	3
Rv0064	Rv0064	CCP42786	protein_coding	0	1	7	8	0	0	0	0	5	0	7	0	0	0	0	0	0	1	3
Rv0067c	Rv0067c	CCP42790	protein_coding	0	0	0	13	0	0	0	0	10	0	0	0	0	0	0	0	0	0	3
Rv0068	Rv0068	CCP42791	protein_coding	0	0	1	10	0	0	0	0	2	0	1	0	0	0	0	0	0	0	8
Rv0071	Rv0071	CCP42794	protein_coding	0	0	1	5	0	1	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv0072	Rv0072	CCP42795	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
Rv0073	Rv0073	CCP42796	protein_coding	0	1	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	1	2
Rv0074	Rv0074	CCP42797	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
Rv0075	Rv0075	CCP42798	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
Rv0076c	Rv0076c	CCP42799	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv0077c	Rv0077c	CCP42800	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1
Rv0078	Rv0078	CCP42801	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv0078A	Rv0078A	CCP42802	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv0078B	Rv0078B	CCP42803	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv0079	Rv0079	CCP42804	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv0080	Rv0080	CCP42805	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv0081	Rv0081	CCP42806	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv0082	Rv0082	CCP42807	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv0083	Rv0083	CCP42808	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Rv0088	Rv0088	CCP42813	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0090	Rv0090	CCP42815	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv0093c	Rv0093c	CCP42818	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Rv0094c	Rv0094c	CCP42819	protein_coding	0	1	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3
Rv0095c	Rv0095c	CCP42820	protein_coding	0	0	1	4	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1
Rv0097	Rv0097	CCP42822	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Rv0100	Rv0100	CCP42825	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv0102	Rv0102	CCP42827	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
Rv0104	Rv0104	CCP42829	protein_coding	0	1	2	4	0	0	0	0	2	0	2	0	0	0	0	0	0	1	2
Rv0106	Rv0106	CCP42831	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4
Rv0108c	Rv0108c	CCP42833	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5
Rv0110	Rv0110	CCP42835	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
Rv0111	Rv0111	CCP42836	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Rv0121c	Rv0121c	CCP42846	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv0122	Rv0122	CCP42847	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv0123	Rv0123	CCP42848	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv0128	Rv0128	CCP42853	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
Rv0133	Rv0133	CCP42858	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv0135c	Rv0135c	CCP42860	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0138	Rv0138	CCP42863	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv0139	Rv0139	CCP42864	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv0140	Rv0140	CCP42865	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv0141c	Rv0141c	CCP42866	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv0142	Rv0142	CCP42867	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv0143c	Rv0143c	CCP42868	protein_coding	1	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2
Rv0144	Rv0144	CCP42869	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
Rv0145	Rv0145	CCP42870	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv0146	Rv0146	CCP42871	protein_coding	1	0	0	4	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2
Rv0147	Rv0147	CCP42872	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
Rv0148	Rv0148	CCP42873	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
Rv0149	Rv0149	CCP42874	protein_coding	1	0	0	5	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1
Rv0150c	Rv0150c	CCP42875	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
Rv0157A	Rv0157A	CCP42883	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv0158	Rv0158	CCP42884	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Rv0161	Rv0161	CCP42887	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
Rv0163	Rv0163	CCP42889	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3
Rv0175	Rv0175	CCP42901	protein_coding	0	0	1	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4
Rv0176	Rv0176	CCP42902	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
Rv0177	Rv0177	CCP42903	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
Rv0178	Rv0178	CCP42904	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
Rv0180c	Rv0180c	CCP42906	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
Rv0181c	Rv0181c	CCP42907	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv0183	Rv0183	CCP42909	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv0184	Rv0184	CCP42910	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv0185	Rv0185	CCP42911	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv0187	Rv0187	CCP42914	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv0188	Rv0188	CCP42915	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv0190	Rv0190	CCP42917	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
Rv0191	Rv0191	CCP42918	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
Rv0192	Rv0192	CCP42919	protein_coding	0	0	2	4	0	0	0	0	3	0	2	0	0	0	0	0	0	0	1
Rv0192A	Rv0192A	CCP42920	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Rv0193c	Rv0193c	CCP42921	protein_coding	0	0	2	6	0	0	0	0	2	0	2	0	0	0	0	0	0	0	4
Rv0194	Rv0194	CCP42922	protein_coding	0	0	1	9	0	0	0	0	5	0	1	0	0	0	0	0	0	0	4
Rv0195	Rv0195	CCP42923	protein_coding	1	1	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	1	2
Rv0196	Rv0196	CCP42924	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
Rv0197	Rv0197	CCP42925	protein_coding	2	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3
Rv0199	Rv0199	CCP42927	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv0200	Rv0200	CCP42928	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv0201c	Rv0201c	CCP42929	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv0203	Rv0203	CCP42931	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv0204c	Rv0204c	CCP42932	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv0205	Rv0205	CCP42933	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0207c	Rv0207c	CCP42935	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv0208c	Rv0208c	CCP42936	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv0209	Rv0209	CCP42937	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Rv0210	Rv0210	CCP42938	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
Rv0213c	Rv0213c	CCP42941	protein_coding	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
Rv0216	Rv0216	CCP42944	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
Rv0218	Rv0218	CCP42946	protein_coding	1	0	1	7	0	0	0	0	5	1	1	0	0	0	0	0	0	0	2
Rv0219	Rv0219	CCP42947	protein_coding	0	1	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	1	3
Rv0221	Rv0221	CCP42949	protein_coding	0	0	1	6	0	0	0	0	3	0	1	0	0	0	0	0	0	0	3
Rv0223c	Rv0223c	CCP42951	protein_coding	0	0	2	5	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0
Rv0224c	Rv0224c	CCP42952	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Rv0225	Rv0225	CCP42953	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
Rv0226c	Rv0226c	CCP42954	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
Rv0227c	Rv0227c	CCP42955	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv0228	Rv0228	CCP42956	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Rv0229c	Rv0229c	CCP42957	protein_coding	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4
Rv0232	Rv0232	CCP42960	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
Rv0235c	Rv0235c	CCP42963	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5
Rv0236A	Rv0236A	CCP42965	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
Rv0238	Rv0238	CCP42967	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5
Rv0245	Rv0245	CCP42974	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv0246	Rv0246	CCP42975	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
Rv0247c	Rv0247c	CCP42976	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv0248c	Rv0248c	CCP42977	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv0249c	Rv0249c	CCP42978	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
Rv0250c	Rv0250c	CCP42979	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv0257	Rv0257	CCP42986	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv0258c	Rv0258c	CCP42987	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv0259c	Rv0259c	CCP42988	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
Rv0260c	Rv0260c	CCP42989	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
Rv0263c	Rv0263c	CCP42992	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv0264c	Rv0264c	CCP42993	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv0265c	Rv0265c	CCP42994	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv0268c	Rv0268c	CCP42997	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv0269c	Rv0269c	CCP42998	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv0272c	Rv0272c	CCP43001	protein_coding	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9
Rv0273c	Rv0273c	CCP43002	protein_coding	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9
Rv0274	Rv0274	CCP43003	protein_coding	0	0	0	17	0	0	0	0	15	0	0	0	0	0	0	0	0	0	2
Rv0275c	Rv0275c	CCP43004	protein_coding	0	0	0	58	0	0	0	0	1	0	0	0	0	0	0	0	0	0	57
Rv0276	Rv0276	CCP43005	protein_coding	0	0	0	72	0	0	0	0	70	0	0	0	0	0	0	0	0	0	2
Rv0281	Rv0281	CCP43011	protein_coding	0	0	0	83	0	0	0	0	3	0	0	0	0	0	0	0	0	0	80
Rv0293c	Rv0293c	CCP43023	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv0295c	Rv0295c	CCP43025	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv0296c	Rv0296c	CCP43026	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv0298	Rv0298	CCP43028	protein_coding	0	1	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1
Rv0299	Rv0299	CCP43029	protein_coding	0	0	1	4	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1
Rv0302	Rv0302	CCP43032	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
Rv0303	Rv0303	CCP43033	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
Rv0306	Rv0306	CCP43036	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv0307c	Rv0307c	CCP43037	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
Rv0308	Rv0308	CCP43038	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv0309	Rv0309	CCP43039	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv0310c	Rv0310c	CCP43040	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv0311	Rv0311	CCP43041	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv0312	Rv0312	CCP43042	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv0313	Rv0313	CCP43043	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv0314c	Rv0314c	CCP43044	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv0315	Rv0315	CCP43045	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Rv0316	Rv0316	CCP43046	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv0318c	Rv0318c	CCP43048	protein_coding	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
Rv0320	Rv0320	CCP43050	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv0323c	Rv0323c	CCP43053	protein_coding	0	0	1	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3
Rv0324	Rv0324	CCP43054	protein_coding	0	0	1	4	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2
Rv0325	Rv0325	CCP43055	protein_coding	1	0	0	3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	2
Rv0326	Rv0326	CCP43056	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv0328	Rv0328	CCP43058	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv0329c	Rv0329c	CCP43059	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv0330c	Rv0330c	CCP43060	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv0331	Rv0331	CCP43061	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv0332	Rv0332	CCP43062	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv0333	Rv0333	CCP43063	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv0336	Rv0336	CCP43066	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
Rv0338c	Rv0338c	CCP43068	protein_coding	0	0	2	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1
Rv0339c	Rv0339c	CCP43069	protein_coding	0	0	1	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
Rv0340	Rv0340	CCP43070	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv0345	Rv0345	CCP43075	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv0347	Rv0347	CCP43077	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1
Rv0348	Rv0348	CCP43078	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv0349	Rv0349	CCP43079	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv0356c	Rv0356c	CCP43086	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv0358	Rv0358	CCP43088	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv0359	Rv0359	CCP43089	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Rv0360c	Rv0360c	CCP43090	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Rv0361	Rv0361	CCP43091	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv0364	Rv0364	CCP43094	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv0365c	Rv0365c	CCP43095	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv0366c	Rv0366c	CCP43096	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv0367c	Rv0367c	CCP43097	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv0368c	Rv0368c	CCP43098	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1
Rv0369c	Rv0369c	CCP43099	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv0370c	Rv0370c	CCP43100	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Rv0371c	Rv0371c	CCP43101	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv0372c	Rv0372c	CCP43102	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv0373c	Rv0373c	CCP43103	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
Rv0374c	Rv0374c	CCP43104	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
Rv0375c	Rv0375c	CCP43105	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
Rv0376c	Rv0376c	CCP43106	protein_coding	0	1	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3
Rv0377	Rv0377	CCP43107	protein_coding	0	0	1	5	0	0	0	0	3	0	1	0	0	0	0	0	0	0	2
Rv0378	Rv0378	CCP43108	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
Rv0380c	Rv0380c	CCP43110	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
Rv0381c	Rv0381c	CCP43111	protein_coding	0	1	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1
Rv0383c	Rv0383c	CCP43113	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
Rv0385	Rv0385	CCP43115	protein_coding	0	0	0	14	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2
Rv0386	Rv0386	CCP43116	protein_coding	0	0	0	13	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1
Rv0387c	Rv0387c	CCP43117	protein_coding	0	0	1	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11
Rv0390	Rv0390	CCP43120	protein_coding	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12
Rv0393	Rv0393	CCP43123	protein_coding	0	0	1	5	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0
Rv0394c	Rv0394c	CCP43124	protein_coding	0	0	1	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4
Rv0395	Rv0395	CCP43125	protein_coding	0	0	1	5	0	0	0	0	3	0	1	0	0	0	0	0	0	0	2
Rv0396	Rv0396	CCP43126	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
Rv0397	Rv0397	CCP43127	protein_coding	0	0	1	5	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3
Rv0397A	Rv0397A	CCP43128	protein_coding	0	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	1	4
Rv0398c	Rv0398c	CCP43129	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
Rv0401	Rv0401	CCP43132	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5
Rv0406c	Rv0406c	CCP43137	protein_coding	0	1	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	1	2
Rv0412c	Rv0412c	CCP43143	protein_coding	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2
Rv0420c	Rv0420c	CCP43151	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Rv0421c	Rv0421c	CCP43152	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Rv0424c	Rv0424c	CCP43155	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv0426c	Rv0426c	CCP43157	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv0428c	Rv0428c	CCP43159	protein_coding	0	0	2	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
Rv0430	Rv0430	CCP43161	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv0431	Rv0431	CCP43162	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv0433	Rv0433	CCP43164	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv0434	Rv0434	CCP43165	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv0435c	Rv0435c	CCP43166	protein_coding	0	0	2	4	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2
Rv0439c	Rv0439c	CCP43170	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv0441c	Rv0441c	CCP43172	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv0443	Rv0443	CCP43174	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv0446c	Rv0446c	CCP43177	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1
Rv0448c	Rv0448c	CCP43179	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv0449c	Rv0449c	CCP43180	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv0452	Rv0452	CCP43183	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv0454	Rv0454	CCP43185	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
